filename,syllable,tone
jyutping-wong/daan4.wav,daan,4
jyutping-wong/daan5.wav,daan,5
jyutping-wong/daan6.wav,daan,6
jyutping-wong/daan7.wav,daan,7
jyutping-wong/daang1.wav,daang,1
jyutping-wong/daang2.wav,daang,2
jyutping-wong/daang3.wav,daang,3
jyutping-wong/daang4.wav,daang,4
jyutping-wong/daang5.wav,daang,5
jyutping-wong/daang6.wav,daang,6
jyutping-wong/daang7.wav,daang,7
jyutping-wong/daap1.wav,daap,1
jyutping-wong/daap2.wav,daap,2
jyutping-wong/daap3.wav,daap,3
jyutping-wong/daap4.wav,daap,4
jyutping-wong/daap5.wav,daap,5
jyutping-wong/daap6.wav,daap,6
jyutping-wong/daap7.wav,daap,7
jyutping-wong/daat1.wav,daat,1
jyutping-wong/daat2.wav,daat,2
jyutping-wong/daat3.wav,daat,3
jyutping-wong/daat4.wav,daat,4
jyutping-wong/daat5.wav,daat,5
jyutping-wong/daat6.wav,daat,6
jyutping-wong/daat7.wav,daat,7
jyutping-wong/daau1.wav,daau,1
jyutping-wong/daau2.wav,daau,2
jyutping-wong/daau3.wav,daau,3
jyutping-wong/daau4.wav,daau,4
jyutping-wong/daau5.wav,daau,5
jyutping-wong/daau6.wav,daau,6
jyutping-wong/daau7.wav,daau,7
jyutping-wong/dai1.wav,dai,1
jyutping-wong/dai2.wav,dai,2
jyutping-wong/dai3.wav,dai,3
jyutping-wong/dai4.wav,dai,4
jyutping-wong/dai5.wav,dai,5
jyutping-wong/dai6.wav,dai,6
jyutping-wong/dai7.wav,dai,7
jyutping-wong/dak1.wav,dak,1
jyutping-wong/dak2.wav,dak,2
jyutping-wong/dak3.wav,dak,3
jyutping-wong/dak4.wav,dak,4
jyutping-wong/dak5.wav,dak,5
jyutping-wong/dak6.wav,dak,6
jyutping-wong/dak7.wav,dak,7
jyutping-wong/dam1.wav,dam,1
jyutping-wong/dam2.wav,dam,2
jyutping-wong/dam3.wav,dam,3
jyutping-wong/dam4.wav,dam,4
jyutping-wong/dam5.wav,dam,5
jyutping-wong/dam6.wav,dam,6
jyutping-wong/dam7.wav,dam,7
jyutping-wong/dan1.wav,dan,1
jyutping-wong/dan2.wav,dan,2
jyutping-wong/dan3.wav,dan,3
jyutping-wong/dan4.wav,dan,4
jyutping-wong/dan5.wav,dan,5
jyutping-wong/dan6.wav,dan,6
jyutping-wong/dan7.wav,dan,7
jyutping-wong/dang1.wav,dang,1
jyutping-wong/dang2.wav,dang,2
jyutping-wong/dang3.wav,dang,3
jyutping-wong/dang4.wav,dang,4
jyutping-wong/dang5.wav,dang,5
jyutping-wong/dang6.wav,dang,6
jyutping-wong/dang7.wav,dang,7
jyutping-wong/dap1.wav,dap,1
jyutping-wong/dap2.wav,dap,2
jyutping-wong/dap3.wav,dap,3
jyutping-wong/dap4.wav,dap,4
jyutping-wong/dap5.wav,dap,5
jyutping-wong/dap6.wav,dap,6
jyutping-wong/dap7.wav,dap,7
jyutping-wong/dat1.wav,dat,1
jyutping-wong/dat2.wav,dat,2
jyutping-wong/dat3.wav,dat,3
jyutping-wong/dat4.wav,dat,4
jyutping-wong/dat5.wav,dat,5
jyutping-wong/dat6.wav,dat,6
jyutping-wong/dat7.wav,dat,7
jyutping-wong/dau1.wav,dau,1
jyutping-wong/dau2.wav,dau,2
jyutping-wong/dau3.wav,dau,3
jyutping-wong/dau4.wav,dau,4
jyutping-wong/dau5.wav,dau,5
jyutping-wong/dau6.wav,dau,6
jyutping-wong/dau7.wav,dau,7
jyutping-wong/de1.wav,de,1
jyutping-wong/de2.wav,de,2
jyutping-wong/de3.wav,de,3
jyutping-wong/de4.wav,de,4
jyutping-wong/de5.wav,de,5
jyutping-wong/de6.wav,de,6
jyutping-wong/de7.wav,de,7
jyutping-wong/dei1.wav,dei,1
jyutping-wong/dei2.wav,dei,2
jyutping-wong/dei3.wav,dei,3
jyutping-wong/dei4.wav,dei,4
jyutping-wong/dei5.wav,dei,5
jyutping-wong/dei6.wav,dei,6
jyutping-wong/dei7.wav,dei,7
jyutping-wong/dek1.wav,dek,1
jyutping-wong/dek2.wav,dek,2
jyutping-wong/dek3.wav,dek,3
jyutping-wong/dek4.wav,dek,4
jyutping-wong/dek5.wav,dek,5
jyutping-wong/dek6.wav,dek,6
jyutping-wong/dek7.wav,dek,7
jyutping-wong/deng1.wav,deng,1
jyutping-wong/deng2.wav,deng,2
jyutping-wong/deng3.wav,deng,3
jyutping-wong/deng4.wav,deng,4
jyutping-wong/deng5.wav,deng,5
jyutping-wong/deng6.wav,deng,6
jyutping-wong/deng7.wav,deng,7
jyutping-wong/deoi1.wav,deoi,1
jyutping-wong/deoi2.wav,deoi,2
jyutping-wong/deoi3.wav,deoi,3
jyutping-wong/deoi4.wav,deoi,4
jyutping-wong/deoi5.wav,deoi,5
jyutping-wong/deoi6.wav,deoi,6
jyutping-wong/deoi7.wav,deoi,7
jyutping-wong/deon1.wav,deon,1
jyutping-wong/deon2.wav,deon,2
jyutping-wong/deon3.wav,deon,3
jyutping-wong/deon4.wav,deon,4
jyutping-wong/deon5.wav,deon,5
jyutping-wong/deon6.wav,deon,6
jyutping-wong/deon7.wav,deon,7
jyutping-wong/deot1.wav,deot,1
jyutping-wong/deot2.wav,deot,2
jyutping-wong/deot3.wav,deot,3
jyutping-wong/deot4.wav,deot,4
jyutping-wong/deot5.wav,deot,5
jyutping-wong/deot6.wav,deot,6
jyutping-wong/deot7.wav,deot,7
jyutping-wong/deu1.wav,deu,1
jyutping-wong/deu2.wav,deu,2
jyutping-wong/deu3.wav,deu,3
jyutping-wong/deu4.wav,deu,4
jyutping-wong/deu5.wav,deu,5
jyutping-wong/deu6.wav,deu,6
jyutping-wong/deu7.wav,deu,7
jyutping-wong/di1.wav,di,1
jyutping-wong/di2.wav,di,2
jyutping-wong/di3.wav,di,3
jyutping-wong/di4.wav,di,4
jyutping-wong/di5.wav,di,5
jyutping-wong/di6.wav,di,6
jyutping-wong/di7.wav,di,7
jyutping-wong/dik1.wav,dik,1
jyutping-wong/dik2.wav,dik,2
jyutping-wong/dik3.wav,dik,3
jyutping-wong/dik4.wav,dik,4
jyutping-wong/dik5.wav,dik,5
jyutping-wong/dik6.wav,dik,6
jyutping-wong/dik7.wav,dik,7
jyutping-wong/dim1.wav,dim,1
jyutping-wong/dim2.wav,dim,2
jyutping-wong/dim3.wav,dim,3
jyutping-wong/dim4.wav,dim,4
jyutping-wong/dim5.wav,dim,5
jyutping-wong/dim6.wav,dim,6
jyutping-wong/dim7.wav,dim,7
jyutping-wong/din1.wav,din,1
jyutping-wong/din2.wav,din,2
jyutping-wong/din3.wav,din,3
jyutping-wong/din4.wav,din,4
jyutping-wong/din5.wav,din,5
jyutping-wong/din6.wav,din,6
jyutping-wong/din7.wav,din,7
jyutping-wong/ding1.wav,ding,1
jyutping-wong/ding2.wav,ding,2
jyutping-wong/ding3.wav,ding,3
jyutping-wong/ding4.wav,ding,4
jyutping-wong/ding5.wav,ding,5
jyutping-wong/ding6.wav,ding,6
jyutping-wong/ding7.wav,ding,7
jyutping-wong/dip1.wav,dip,1
jyutping-wong/dip2.wav,dip,2
jyutping-wong/dip3.wav,dip,3
jyutping-wong/dip4.wav,dip,4
jyutping-wong/dip5.wav,dip,5
jyutping-wong/dip6.wav,dip,6
jyutping-wong/dip7.wav,dip,7
jyutping-wong/dit1.wav,dit,1
jyutping-wong/dit2.wav,dit,2
jyutping-wong/dit3.wav,dit,3
jyutping-wong/dit4.wav,dit,4
jyutping-wong/dit5.wav,dit,5
jyutping-wong/dit6.wav,dit,6
jyutping-wong/dit7.wav,dit,7
jyutping-wong/diu1.wav,diu,1
jyutping-wong/diu2.wav,diu,2
jyutping-wong/diu3.wav,diu,3
jyutping-wong/diu4.wav,diu,4
jyutping-wong/diu5.wav,diu,5
jyutping-wong/diu6.wav,diu,6
jyutping-wong/diu7.wav,diu,7
jyutping-wong/do1.wav,do,1
jyutping-wong/do2.wav,do,2
jyutping-wong/do3.wav,do,3
jyutping-wong/do4.wav,do,4
jyutping-wong/do5.wav,do,5
jyutping-wong/do6.wav,do,6
jyutping-wong/do7.wav,do,7
jyutping-wong/doe1.wav,doe,1
jyutping-wong/doe2.wav,doe,2
jyutping-wong/doe3.wav,doe,3
jyutping-wong/doe4.wav,doe,4
jyutping-wong/doe5.wav,doe,5
jyutping-wong/doe6.wav,doe,6
jyutping-wong/doe7.wav,doe,7
jyutping-wong/doek1.wav,doek,1
jyutping-wong/doek2.wav,doek,2
jyutping-wong/doek3.wav,doek,3
jyutping-wong/doek4.wav,doek,4
jyutping-wong/doek5.wav,doek,5
jyutping-wong/doek6.wav,doek,6
jyutping-wong/doek7.wav,doek,7
jyutping-wong/doeng1.wav,doeng,1
jyutping-wong/doeng2.wav,doeng,2
jyutping-wong/doeng3.wav,doeng,3
jyutping-wong/doeng4.wav,doeng,4
jyutping-wong/doeng5.wav,doeng,5
jyutping-wong/doeng6.wav,doeng,6
jyutping-wong/doeng7.wav,doeng,7
jyutping-wong/doi1.wav,doi,1
jyutping-wong/doi2.wav,doi,2
jyutping-wong/doi3.wav,doi,3
jyutping-wong/doi4.wav,doi,4
jyutping-wong/doi5.wav,doi,5
jyutping-wong/doi6.wav,doi,6
jyutping-wong/doi7.wav,doi,7
jyutping-wong/dok1.wav,dok,1
jyutping-wong/dok2.wav,dok,2
jyutping-wong/dok3.wav,dok,3
jyutping-wong/dok4.wav,dok,4
jyutping-wong/dok5.wav,dok,5
jyutping-wong/dok6.wav,dok,6
jyutping-wong/dok7.wav,dok,7
jyutping-wong/dong1.wav,dong,1
jyutping-wong/dong2.wav,dong,2
jyutping-wong/dong3.wav,dong,3
jyutping-wong/dong4.wav,dong,4
jyutping-wong/dong5.wav,dong,5
jyutping-wong/dong6.wav,dong,6
jyutping-wong/dong7.wav,dong,7
jyutping-wong/dou1.wav,dou,1
jyutping-wong/dou2.wav,dou,2
jyutping-wong/dou3.wav,dou,3
jyutping-wong/dou4.wav,dou,4
jyutping-wong/dou5.wav,dou,5
jyutping-wong/dou6.wav,dou,6
jyutping-wong/dou7.wav,dou,7
jyutping-wong/duk1.wav,duk,1
jyutping-wong/duk2.wav,duk,2
jyutping-wong/duk3.wav,duk,3
jyutping-wong/duk4.wav,duk,4
jyutping-wong/duk5.wav,duk,5
jyutping-wong/duk6.wav,duk,6
jyutping-wong/duk7.wav,duk,7
jyutping-wong/dung1.wav,dung,1
jyutping-wong/dung2.wav,dung,2
jyutping-wong/dung3.wav,dung,3
jyutping-wong/dung4.wav,dung,4
jyutping-wong/dung5.wav,dung,5
jyutping-wong/dung6.wav,dung,6
jyutping-wong/dung7.wav,dung,7
jyutping-wong/dyun1.wav,dyun,1
jyutping-wong/dyun2.wav,dyun,2
jyutping-wong/dyun3.wav,dyun,3
jyutping-wong/dyun4.wav,dyun,4
jyutping-wong/dyun5.wav,dyun,5
jyutping-wong/dyun6.wav,dyun,6
jyutping-wong/dyun7.wav,dyun,7
jyutping-wong/dyut1.wav,dyut,1
jyutping-wong/dyut2.wav,dyut,2
jyutping-wong/dyut3.wav,dyut,3
jyutping-wong/dyut4.wav,dyut,4
jyutping-wong/dyut5.wav,dyut,5
jyutping-wong/dyut6.wav,dyut,6
jyutping-wong/dyut7.wav,dyut,7
jyutping-wong/e1.wav,e,1
jyutping-wong/e2.wav,e,2
jyutping-wong/e3.wav,e,3
jyutping-wong/e4.wav,e,4
jyutping-wong/e5.wav,e,5
jyutping-wong/e6.wav,e,6
jyutping-wong/e7.wav,e,7
jyutping-wong/ei1.wav,ei,1
jyutping-wong/ei2.wav,ei,2
jyutping-wong/ei3.wav,ei,3
jyutping-wong/ei4.wav,ei,4
jyutping-wong/ei5.wav,ei,5
jyutping-wong/ei6.wav,ei,6
jyutping-wong/ei7.wav,ei,7
jyutping-wong/eot1.wav,eot,1
jyutping-wong/eot2.wav,eot,2
jyutping-wong/eot3.wav,eot,3
jyutping-wong/eot4.wav,eot,4
jyutping-wong/eot5.wav,eot,5
jyutping-wong/eot6.wav,eot,6
jyutping-wong/eot7.wav,eot,7
jyutping-wong/faa1.wav,faa,1
jyutping-wong/faa2.wav,faa,2
jyutping-wong/faa3.wav,faa,3
jyutping-wong/faa4.wav,faa,4
jyutping-wong/faa5.wav,faa,5
jyutping-wong/faa6.wav,faa,6
jyutping-wong/faa7.wav,faa,7
jyutping-wong/faai1.wav,faai,1
jyutping-wong/faai2.wav,faai,2
jyutping-wong/faai3.wav,faai,3
jyutping-wong/faai4.wav,faai,4
jyutping-wong/faai5.wav,faai,5
jyutping-wong/faai6.wav,faai,6
jyutping-wong/faai7.wav,faai,7
jyutping-wong/faak1.wav,faak,1
jyutping-wong/faak2.wav,faak,2
jyutping-wong/faak3.wav,faak,3
jyutping-wong/faak4.wav,faak,4
jyutping-wong/faak5.wav,faak,5
jyutping-wong/faak6.wav,faak,6
jyutping-wong/faak7.wav,faak,7
jyutping-wong/faan1.wav,faan,1
jyutping-wong/faan2.wav,faan,2
jyutping-wong/faan3.wav,faan,3
jyutping-wong/faan4.wav,faan,4
jyutping-wong/faan5.wav,faan,5
jyutping-wong/faan6.wav,faan,6
jyutping-wong/faan7.wav,faan,7
jyutping-wong/faat1.wav,faat,1
jyutping-wong/faat2.wav,faat,2
jyutping-wong/faat3.wav,faat,3
jyutping-wong/faat4.wav,faat,4
jyutping-wong/faat5.wav,faat,5
jyutping-wong/faat6.wav,faat,6
jyutping-wong/faat7.wav,faat,7
jyutping-wong/faau1.wav,faau,1
jyutping-wong/faau2.wav,faau,2
jyutping-wong/faau3.wav,faau,3
jyutping-wong/faau4.wav,faau,4
jyutping-wong/faau5.wav,faau,5
jyutping-wong/faau6.wav,faau,6
jyutping-wong/faau7.wav,faau,7
jyutping-wong/fai1.wav,fai,1
jyutping-wong/fai2.wav,fai,2
jyutping-wong/fai3.wav,fai,3
jyutping-wong/fai4.wav,fai,4
jyutping-wong/fai5.wav,fai,5
jyutping-wong/fai6.wav,fai,6
jyutping-wong/fai7.wav,fai,7
jyutping-wong/fan1.wav,fan,1
jyutping-wong/fan2.wav,fan,2
jyutping-wong/fan3.wav,fan,3
jyutping-wong/fan4.wav,fan,4
jyutping-wong/fan5.wav,fan,5
jyutping-wong/fan6.wav,fan,6
jyutping-wong/fan7.wav,fan,7
jyutping-wong/fang1.wav,fang,1
jyutping-wong/fang2.wav,fang,2
jyutping-wong/fang3.wav,fang,3
jyutping-wong/fang4.wav,fang,4
jyutping-wong/fang5.wav,fang,5
jyutping-wong/fang6.wav,fang,6
jyutping-wong/fang7.wav,fang,7
jyutping-wong/fat1.wav,fat,1
jyutping-wong/fat2.wav,fat,2
jyutping-wong/fat3.wav,fat,3
jyutping-wong/fat4.wav,fat,4
jyutping-wong/fat5.wav,fat,5
jyutping-wong/fat6.wav,fat,6
jyutping-wong/fat7.wav,fat,7
jyutping-wong/fau1.wav,fau,1
jyutping-wong/fau2.wav,fau,2
jyutping-wong/fau3.wav,fau,3
jyutping-wong/fau4.wav,fau,4
jyutping-wong/fau5.wav,fau,5
jyutping-wong/fau6.wav,fau,6
jyutping-wong/fau7.wav,fau,7
jyutping-wong/fe1.wav,fe,1
jyutping-wong/fe2.wav,fe,2
jyutping-wong/fe3.wav,fe,3
jyutping-wong/fe4.wav,fe,4
jyutping-wong/fe5.wav,fe,5
jyutping-wong/fe6.wav,fe,6
jyutping-wong/fe7.wav,fe,7
jyutping-wong/fei1.wav,fei,1
jyutping-wong/fei2.wav,fei,2
jyutping-wong/fei3.wav,fei,3
jyutping-wong/fei4.wav,fei,4
jyutping-wong/fei5.wav,fei,5
jyutping-wong/fei6.wav,fei,6
jyutping-wong/fei7.wav,fei,7
jyutping-wong/fik1.wav,fik,1
jyutping-wong/fik2.wav,fik,2
jyutping-wong/fik3.wav,fik,3
jyutping-wong/fik4.wav,fik,4
jyutping-wong/fik5.wav,fik,5
jyutping-wong/fik6.wav,fik,6
jyutping-wong/fik7.wav,fik,7
jyutping-wong/fing1.wav,fing,1
jyutping-wong/fing2.wav,fing,2
jyutping-wong/fing3.wav,fing,3
jyutping-wong/fing4.wav,fing,4
jyutping-wong/fing5.wav,fing,5
jyutping-wong/fing6.wav,fing,6
jyutping-wong/fing7.wav,fing,7
jyutping-wong/fit1.wav,fit,1
jyutping-wong/fit2.wav,fit,2
jyutping-wong/fit3.wav,fit,3
jyutping-wong/fit4.wav,fit,4
jyutping-wong/fit5.wav,fit,5
jyutping-wong/fit6.wav,fit,6
jyutping-wong/fit7.wav,fit,7
jyutping-wong/fiu1.wav,fiu,1
jyutping-wong/fiu2.wav,fiu,2
jyutping-wong/fiu3.wav,fiu,3
jyutping-wong/fiu4.wav,fiu,4
jyutping-wong/fiu5.wav,fiu,5
jyutping-wong/fiu6.wav,fiu,6
jyutping-wong/fiu7.wav,fiu,7
jyutping-wong/fo1.wav,fo,1
jyutping-wong/fo2.wav,fo,2
jyutping-wong/fo3.wav,fo,3
jyutping-wong/fo4.wav,fo,4
jyutping-wong/fo5.wav,fo,5
jyutping-wong/fo6.wav,fo,6
jyutping-wong/fo7.wav,fo,7
jyutping-wong/fok1.wav,fok,1
jyutping-wong/fok2.wav,fok,2
jyutping-wong/fok3.wav,fok,3
jyutping-wong/fok4.wav,fok,4
jyutping-wong/fok5.wav,fok,5
jyutping-wong/fok6.wav,fok,6
jyutping-wong/fok7.wav,fok,7
jyutping-wong/fong1.wav,fong,1
jyutping-wong/fong2.wav,fong,2
jyutping-wong/fong3.wav,fong,3
jyutping-wong/fong4.wav,fong,4
jyutping-wong/fong5.wav,fong,5
jyutping-wong/fong6.wav,fong,6
jyutping-wong/fong7.wav,fong,7
jyutping-wong/fu1.wav,fu,1
jyutping-wong/fu2.wav,fu,2
jyutping-wong/fu3.wav,fu,3
jyutping-wong/fu4.wav,fu,4
jyutping-wong/fu5.wav,fu,5
jyutping-wong/fu6.wav,fu,6
jyutping-wong/fu7.wav,fu,7
jyutping-wong/fui1.wav,fui,1
jyutping-wong/fui2.wav,fui,2
jyutping-wong/fui3.wav,fui,3
jyutping-wong/fui4.wav,fui,4
jyutping-wong/fui5.wav,fui,5
jyutping-wong/fui6.wav,fui,6
jyutping-wong/fui7.wav,fui,7
jyutping-wong/fuk1.wav,fuk,1
jyutping-wong/fuk2.wav,fuk,2
jyutping-wong/fuk3.wav,fuk,3
jyutping-wong/fuk4.wav,fuk,4
jyutping-wong/fuk5.wav,fuk,5
jyutping-wong/fuk6.wav,fuk,6
jyutping-wong/fuk7.wav,fuk,7
jyutping-wong/fun1.wav,fun,1
jyutping-wong/fun2.wav,fun,2
jyutping-wong/fun3.wav,fun,3
jyutping-wong/fun4.wav,fun,4
jyutping-wong/fun5.wav,fun,5
jyutping-wong/fun6.wav,fun,6
jyutping-wong/fun7.wav,fun,7
jyutping-wong/fung1.wav,fung,1
jyutping-wong/fung2.wav,fung,2
jyutping-wong/fung3.wav,fung,3
jyutping-wong/fung4.wav,fung,4
jyutping-wong/fung5.wav,fung,5
jyutping-wong/fung6.wav,fung,6
jyutping-wong/fung7.wav,fung,7
jyutping-wong/fut1.wav,fut,1
jyutping-wong/fut2.wav,fut,2
jyutping-wong/fut3.wav,fut,3
jyutping-wong/fut4.wav,fut,4
jyutping-wong/fut5.wav,fut,5
jyutping-wong/fut6.wav,fut,6
jyutping-wong/fut7.wav,fut,7
jyutping-wong/gaa1.wav,gaa,1
jyutping-wong/gaa2.wav,gaa,2
jyutping-wong/gaa3.wav,gaa,3
jyutping-wong/gaa4.wav,gaa,4
jyutping-wong/gaa5.wav,gaa,5
jyutping-wong/gaa6.wav,gaa,6
jyutping-wong/gaa7.wav,gaa,7
jyutping-wong/gaai1.wav,gaai,1
jyutping-wong/gaai2.wav,gaai,2
jyutping-wong/gaai3.wav,gaai,3
jyutping-wong/gaai4.wav,gaai,4
jyutping-wong/gaai5.wav,gaai,5
jyutping-wong/gaai6.wav,gaai,6
jyutping-wong/gaai7.wav,gaai,7
jyutping-wong/gaak1.wav,gaak,1
jyutping-wong/gaak2.wav,gaak,2
jyutping-wong/gaak3.wav,gaak,3
jyutping-wong/gaak4.wav,gaak,4
jyutping-wong/gaak5.wav,gaak,5
jyutping-wong/gaak6.wav,gaak,6
jyutping-wong/gaak7.wav,gaak,7
jyutping-wong/gaam1.wav,gaam,1
jyutping-wong/gaam2.wav,gaam,2
jyutping-wong/gaam3.wav,gaam,3
jyutping-wong/gaam4.wav,gaam,4
jyutping-wong/gaam5.wav,gaam,5
jyutping-wong/gaam6.wav,gaam,6
jyutping-wong/gaam7.wav,gaam,7
jyutping-wong/gaan1.wav,gaan,1
jyutping-wong/gaan2.wav,gaan,2
jyutping-wong/gaan3.wav,gaan,3
jyutping-wong/gaan4.wav,gaan,4
jyutping-wong/gaan5.wav,gaan,5
jyutping-wong/gaan6.wav,gaan,6
jyutping-wong/gaan7.wav,gaan,7
jyutping-wong/gaang1.wav,gaang,1
jyutping-wong/gaang2.wav,gaang,2
jyutping-wong/gaang3.wav,gaang,3
jyutping-wong/gaang4.wav,gaang,4
jyutping-wong/gaang5.wav,gaang,5
jyutping-wong/gaang6.wav,gaang,6
jyutping-wong/gaang7.wav,gaang,7
jyutping-wong/gaap1.wav,gaap,1
jyutping-wong/gaap2.wav,gaap,2
jyutping-wong/gaap3.wav,gaap,3
jyutping-wong/gaap4.wav,gaap,4
jyutping-wong/gaap5.wav,gaap,5
jyutping-wong/gaap6.wav,gaap,6
jyutping-wong/gaap7.wav,gaap,7
jyutping-wong/gaat1.wav,gaat,1
jyutping-wong/gaat2.wav,gaat,2
jyutping-wong/gaat3.wav,gaat,3
jyutping-wong/gaat4.wav,gaat,4
jyutping-wong/gaat5.wav,gaat,5
jyutping-wong/gaat6.wav,gaat,6
jyutping-wong/gaat7.wav,gaat,7
jyutping-wong/gaau1.wav,gaau,1
jyutping-wong/gaau2.wav,gaau,2
jyutping-wong/gaau3.wav,gaau,3
jyutping-wong/gaau4.wav,gaau,4
jyutping-wong/gaau5.wav,gaau,5
jyutping-wong/gaau6.wav,gaau,6
jyutping-wong/gaau7.wav,gaau,7
jyutping-wong/gai1.wav,gai,1
jyutping-wong/gai2.wav,gai,2
jyutping-wong/gai3.wav,gai,3
jyutping-wong/gai4.wav,gai,4
jyutping-wong/gai5.wav,gai,5
jyutping-wong/gai6.wav,gai,6
jyutping-wong/gai7.wav,gai,7
jyutping-wong/gak1.wav,gak,1
jyutping-wong/gak2.wav,gak,2
jyutping-wong/gak3.wav,gak,3
jyutping-wong/gak4.wav,gak,4
jyutping-wong/gak5.wav,gak,5
jyutping-wong/gak6.wav,gak,6
jyutping-wong/gak7.wav,gak,7
jyutping-wong/gam1.wav,gam,1
jyutping-wong/gam2.wav,gam,2
jyutping-wong/gam3.wav,gam,3
jyutping-wong/gam4.wav,gam,4
jyutping-wong/gam5.wav,gam,5
jyutping-wong/gam6.wav,gam,6
jyutping-wong/gam7.wav,gam,7
jyutping-wong/gan1.wav,gan,1
jyutping-wong/gan2.wav,gan,2
jyutping-wong/gan3.wav,gan,3
jyutping-wong/gan4.wav,gan,4
jyutping-wong/gan5.wav,gan,5
jyutping-wong/gan6.wav,gan,6
jyutping-wong/gan7.wav,gan,7
jyutping-wong/gang1.wav,gang,1
jyutping-wong/gang2.wav,gang,2
jyutping-wong/gang3.wav,gang,3
jyutping-wong/gang4.wav,gang,4
jyutping-wong/gang5.wav,gang,5
jyutping-wong/gang6.wav,gang,6
jyutping-wong/gang7.wav,gang,7
jyutping-wong/gap1.wav,gap,1
jyutping-wong/gap2.wav,gap,2
jyutping-wong/gap3.wav,gap,3
jyutping-wong/gap4.wav,gap,4
jyutping-wong/gap5.wav,gap,5
jyutping-wong/gap6.wav,gap,6
jyutping-wong/gap7.wav,gap,7
jyutping-wong/gat1.wav,gat,1
jyutping-wong/gat2.wav,gat,2
jyutping-wong/gat3.wav,gat,3
jyutping-wong/gat4.wav,gat,4
jyutping-wong/gat5.wav,gat,5
jyutping-wong/gat6.wav,gat,6
jyutping-wong/gat7.wav,gat,7
jyutping-wong/gau1.wav,gau,1
jyutping-wong/gau2.wav,gau,2
jyutping-wong/gau3.wav,gau,3
jyutping-wong/gau4.wav,gau,4
jyutping-wong/gau5.wav,gau,5
jyutping-wong/gau6.wav,gau,6
jyutping-wong/gau7.wav,gau,7
jyutping-wong/ge1.wav,ge,1
jyutping-wong/ge2.wav,ge,2
jyutping-wong/ge3.wav,ge,3
jyutping-wong/ge4.wav,ge,4
jyutping-wong/ge5.wav,ge,5
jyutping-wong/ge6.wav,ge,6
jyutping-wong/ge7.wav,ge,7
jyutping-wong/gei1.wav,gei,1
jyutping-wong/gei2.wav,gei,2
jyutping-wong/gei3.wav,gei,3
jyutping-wong/gei4.wav,gei,4
jyutping-wong/gei5.wav,gei,5
jyutping-wong/gei6.wav,gei,6
jyutping-wong/gei7.wav,gei,7
jyutping-wong/geng1.wav,geng,1
jyutping-wong/geng2.wav,geng,2
jyutping-wong/geng3.wav,geng,3
jyutping-wong/geng4.wav,geng,4
jyutping-wong/geng5.wav,geng,5
jyutping-wong/geng6.wav,geng,6
jyutping-wong/geng7.wav,geng,7
jyutping-wong/geoi1.wav,geoi,1
jyutping-wong/geoi2.wav,geoi,2
jyutping-wong/geoi3.wav,geoi,3
jyutping-wong/geoi4.wav,geoi,4
jyutping-wong/geoi5.wav,geoi,5
jyutping-wong/geoi6.wav,geoi,6
jyutping-wong/geoi7.wav,geoi,7
jyutping-wong/gep1.wav,gep,1
jyutping-wong/gep2.wav,gep,2
jyutping-wong/gep3.wav,gep,3
jyutping-wong/gep4.wav,gep,4
jyutping-wong/gep5.wav,gep,5
jyutping-wong/gep6.wav,gep,6
jyutping-wong/gep7.wav,gep,7
jyutping-wong/gi1.wav,gi,1
jyutping-wong/gi2.wav,gi,2
jyutping-wong/gi3.wav,gi,3
jyutping-wong/gi4.wav,gi,4
jyutping-wong/gi5.wav,gi,5
jyutping-wong/gi6.wav,gi,6
jyutping-wong/gi7.wav,gi,7
jyutping-wong/gik1.wav,gik,1
jyutping-wong/gik2.wav,gik,2
jyutping-wong/gik3.wav,gik,3
jyutping-wong/gik4.wav,gik,4
jyutping-wong/gik5.wav,gik,5
jyutping-wong/gik6.wav,gik,6
jyutping-wong/gik7.wav,gik,7
jyutping-wong/gim1.wav,gim,1
jyutping-wong/gim2.wav,gim,2
jyutping-wong/gim3.wav,gim,3
jyutping-wong/gim4.wav,gim,4
jyutping-wong/gim5.wav,gim,5
jyutping-wong/gim6.wav,gim,6
jyutping-wong/gim7.wav,gim,7
jyutping-wong/gin1.wav,gin,1
jyutping-wong/gin2.wav,gin,2
jyutping-wong/gin3.wav,gin,3
jyutping-wong/gin4.wav,gin,4
jyutping-wong/gin5.wav,gin,5
jyutping-wong/gin6.wav,gin,6
jyutping-wong/gin7.wav,gin,7
jyutping-wong/ging1.wav,ging,1
jyutping-wong/ging2.wav,ging,2
jyutping-wong/ging3.wav,ging,3
jyutping-wong/ging4.wav,ging,4
jyutping-wong/ging5.wav,ging,5
jyutping-wong/ging6.wav,ging,6
jyutping-wong/ging7.wav,ging,7
jyutping-wong/gip1.wav,gip,1
jyutping-wong/gip2.wav,gip,2
jyutping-wong/gip3.wav,gip,3
jyutping-wong/gip4.wav,gip,4
jyutping-wong/gip5.wav,gip,5
jyutping-wong/gip6.wav,gip,6
jyutping-wong/gip7.wav,gip,7
jyutping-wong/git1.wav,git,1
jyutping-wong/git2.wav,git,2
jyutping-wong/git3.wav,git,3
jyutping-wong/git4.wav,git,4
jyutping-wong/git5.wav,git,5
jyutping-wong/git6.wav,git,6
jyutping-wong/git7.wav,git,7
jyutping-wong/giu1.wav,giu,1
jyutping-wong/giu2.wav,giu,2
